sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713359	plasmid_like	thioamide antibiotic	1
ERR1713359	virus_like	fluoroquinolone antibiotic	114
ERR1713359	virus_like	peptide antibiotic	79
ERR1713359	virus_like	macrolide antibiotic	64
ERR1713359	virus_like	tetracycline antibiotic	63
ERR1713359	virus_like	phenicol antibiotic	54
ERR1713359	virus_like	mupirocin-like antibiotic	41
ERR1713359	virus_like	rifamycin antibiotic	39
ERR1713359	virus_like	diaminopyrimidine antibiotic	36
ERR1713359	virus_like	penam	34
ERR1713359	virus_like	streptogramin antibiotic	33
ERR1713359	virus_like	streptogramin A antibiotic	31
ERR1713359	virus_like	cephalosporin	31
ERR1713359	virus_like	aminoglycoside antibiotic	29
ERR1713359	virus_like	cephamycin	23
ERR1713359	virus_like	carbapenem	22
ERR1713359	virus_like	lincosamide antibiotic	20
ERR1713359	virus_like	penem	18
ERR1713359	virus_like	aminocoumarin antibiotic	17
ERR1713359	virus_like	pleuromutilin antibiotic	16
ERR1713359	virus_like	glycopeptide antibiotic	16
ERR1713359	virus_like	disinfecting agents and antiseptics	16
ERR1713359	virus_like	monobactam	14
ERR1713359	virus_like	salicylic acid antibiotic	12
ERR1713359	virus_like	elfamycin antibiotic	8
ERR1713359	virus_like	oxazolidinone antibiotic	7
ERR1713359	virus_like	sulfonamide antibiotic	7
ERR1713359	virus_like	fusidane antibiotic	5
ERR1713359	virus_like	nitroimidazole antibiotic	5
ERR1713359	virus_like	isoniazid-like antibiotic	5
ERR1713359	virus_like	streptogramin B antibiotic	4
ERR1713359	virus_like	glycylcycline	4
ERR1713359	virus_like	nucleoside antibiotic	2
ERR1713359	virus_like	phosphonic acid antibiotic	2
ERR1713359	virus_like	bicyclomycin-like antibiotic	1
