sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713332	plasmid_like	disinfecting agents and antiseptics	243
ERR1713332	plasmid_like	carbapenem	243
ERR1713332	plasmid_like	cephamycin	216
ERR1713332	plasmid_like	monobactam	170
ERR1713332	plasmid_like	aminoglycoside antibiotic	168
ERR1713332	plasmid_like	penem	159
ERR1713332	plasmid_like	aminocoumarin antibiotic	144
ERR1713332	plasmid_like	diaminopyrimidine antibiotic	95
ERR1713332	plasmid_like	glycopeptide antibiotic	92
ERR1713332	plasmid_like	rifamycin antibiotic	84
ERR1713332	plasmid_like	glycylcycline	75
ERR1713332	plasmid_like	lincosamide antibiotic	54
ERR1713332	plasmid_like	sulfonamide antibiotic	52
ERR1713332	plasmid_like	streptogramin antibiotic	45
ERR1713332	plasmid_like	nitroimidazole antibiotic	42
ERR1713332	plasmid_like	phosphonic acid antibiotic	32
ERR1713332	plasmid_like	streptogramin A antibiotic	31
ERR1713332	plasmid_like	nucleoside antibiotic	26
ERR1713332	plasmid_like	oxazolidinone antibiotic	26
ERR1713332	plasmid_like	pleuromutilin antibiotic	21
ERR1713332	plasmid_like	isoniazid-like antibiotic	11
ERR1713332	plasmid_like	mupirocin-like antibiotic	10
ERR1713332	plasmid_like	streptogramin B antibiotic	9
ERR1713332	plasmid_like	antibacterial free fatty acids	8
ERR1713332	plasmid_like	bicyclomycin-like antibiotic	7
ERR1713332	plasmid_like	nitrofuran antibiotic	6
ERR1713332	plasmid_like	elfamycin antibiotic	4
ERR1713332	plasmid_like	fusidane antibiotic	3
ERR1713332	plasmid_like	pyrazine antibiotic	3
ERR1713332	plasmid_like	polyamine antibiotic	1
ERR1713332	plasmid_like	thioamide antibiotic	1
ERR1713332	virus_like	fluoroquinolone antibiotic	82
ERR1713332	virus_like	tetracycline antibiotic	72
ERR1713332	virus_like	macrolide antibiotic	59
ERR1713332	virus_like	peptide antibiotic	52
ERR1713332	virus_like	cephalosporin	41
ERR1713332	virus_like	rifamycin antibiotic	41
ERR1713332	virus_like	penam	35
ERR1713332	virus_like	carbapenem	31
ERR1713332	virus_like	diaminopyrimidine antibiotic	29
ERR1713332	virus_like	mupirocin-like antibiotic	28
ERR1713332	virus_like	phenicol antibiotic	27
ERR1713332	virus_like	penem	26
ERR1713332	virus_like	lincosamide antibiotic	22
ERR1713332	virus_like	cephamycin	21
ERR1713332	virus_like	streptogramin antibiotic	21
ERR1713332	virus_like	streptogramin A antibiotic	20
ERR1713332	virus_like	disinfecting agents and antiseptics	17
ERR1713332	virus_like	aminoglycoside antibiotic	16
ERR1713332	virus_like	glycopeptide antibiotic	13
ERR1713332	virus_like	monobactam	12
ERR1713332	virus_like	aminocoumarin antibiotic	9
ERR1713332	virus_like	glycylcycline	8
ERR1713332	virus_like	pleuromutilin antibiotic	6
ERR1713332	virus_like	salicylic acid antibiotic	5
ERR1713332	virus_like	isoniazid-like antibiotic	5
ERR1713332	virus_like	nitroimidazole antibiotic	4
ERR1713332	virus_like	fusidane antibiotic	3
ERR1713332	virus_like	phosphonic acid antibiotic	2
ERR1713332	virus_like	elfamycin antibiotic	2
ERR1713332	virus_like	oxazolidinone antibiotic	2
ERR1713332	virus_like	antibacterial free fatty acids	1
ERR1713332	virus_like	nucleoside antibiotic	1
ERR1713332	virus_like	nitrofuran antibiotic	1
ERR1713332	virus_like	sulfonamide antibiotic	1
ERR1713332	virus_like	streptogramin B antibiotic	1
ERR1713332	virus_like	pyrazine antibiotic	1
