sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713354	virus_like	mupirocin-like antibiotic	26
ERR1713354	virus_like	glycopeptide antibiotic	22
ERR1713354	virus_like	monobactam	21
ERR1713354	virus_like	glycylcycline	15
ERR1713354	virus_like	lincosamide antibiotic	14
ERR1713354	virus_like	oxazolidinone antibiotic	14
ERR1713354	virus_like	aminocoumarin antibiotic	13
ERR1713354	virus_like	streptogramin antibiotic	11
ERR1713354	virus_like	elfamycin antibiotic	8
ERR1713354	virus_like	streptogramin A antibiotic	8
ERR1713354	virus_like	nitroimidazole antibiotic	7
ERR1713354	virus_like	isoniazid-like antibiotic	7
ERR1713354	virus_like	sulfonamide antibiotic	4
ERR1713354	virus_like	salicylic acid antibiotic	4
ERR1713354	virus_like	pleuromutilin antibiotic	3
ERR1713354	virus_like	fusidane antibiotic	2
ERR1713354	virus_like	phosphonic acid antibiotic	2
ERR1713354	virus_like	nucleoside antibiotic	1
ERR1713354	virus_like	antibacterial free fatty acids	1
ERR1713354	virus_like	pyrazine antibiotic	1
