sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713362	virus_like	diaminopyrimidine antibiotic	49
ERR1713362	virus_like	streptogramin A antibiotic	47
ERR1713362	virus_like	glycylcycline	43
ERR1713362	virus_like	fusidane antibiotic	39
ERR1713362	virus_like	oxazolidinone antibiotic	35
ERR1713362	virus_like	pleuromutilin antibiotic	30
ERR1713362	virus_like	elfamycin antibiotic	25
ERR1713362	virus_like	nitroimidazole antibiotic	21
ERR1713362	virus_like	sulfonamide antibiotic	12
ERR1713362	virus_like	salicylic acid antibiotic	11
ERR1713362	virus_like	isoniazid-like antibiotic	9
ERR1713362	virus_like	streptogramin B antibiotic	8
ERR1713362	virus_like	phosphonic acid antibiotic	7
ERR1713362	virus_like	pyrazine antibiotic	5
ERR1713362	virus_like	bicyclomycin-like antibiotic	2
ERR1713362	virus_like	nucleoside antibiotic	1
ERR1713362	virus_like	nitrofuran antibiotic	1
