sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713337	plasmid_like	diaminopyrimidine antibiotic	101
ERR1713337	plasmid_like	rifamycin antibiotic	91
ERR1713337	plasmid_like	lincosamide antibiotic	77
ERR1713337	plasmid_like	streptogramin antibiotic	61
ERR1713337	plasmid_like	sulfonamide antibiotic	59
ERR1713337	plasmid_like	nitroimidazole antibiotic	52
ERR1713337	plasmid_like	pleuromutilin antibiotic	36
ERR1713337	plasmid_like	streptogramin A antibiotic	33
ERR1713337	plasmid_like	phosphonic acid antibiotic	31
ERR1713337	plasmid_like	nucleoside antibiotic	28
ERR1713337	plasmid_like	oxazolidinone antibiotic	23
ERR1713337	plasmid_like	isoniazid-like antibiotic	21
ERR1713337	plasmid_like	mupirocin-like antibiotic	19
ERR1713337	plasmid_like	fusidane antibiotic	17
ERR1713337	plasmid_like	streptogramin B antibiotic	12
ERR1713337	plasmid_like	bicyclomycin-like antibiotic	7
ERR1713337	plasmid_like	antibacterial free fatty acids	7
ERR1713337	plasmid_like	elfamycin antibiotic	5
ERR1713337	plasmid_like	nitrofuran antibiotic	3
ERR1713337	plasmid_like	pyrazine antibiotic	3
ERR1713337	virus_like	fluoroquinolone antibiotic	274
ERR1713337	virus_like	tetracycline antibiotic	153
ERR1713337	virus_like	macrolide antibiotic	131
ERR1713337	virus_like	peptide antibiotic	120
ERR1713337	virus_like	rifamycin antibiotic	98
ERR1713337	virus_like	penam	93
ERR1713337	virus_like	phenicol antibiotic	70
ERR1713337	virus_like	glycopeptide antibiotic	66
ERR1713337	virus_like	cephalosporin	63
ERR1713337	virus_like	lincosamide antibiotic	52
ERR1713337	virus_like	disinfecting agents and antiseptics	51
ERR1713337	virus_like	mupirocin-like antibiotic	51
ERR1713337	virus_like	streptogramin antibiotic	49
ERR1713337	virus_like	aminoglycoside antibiotic	48
ERR1713337	virus_like	diaminopyrimidine antibiotic	42
ERR1713337	virus_like	aminocoumarin antibiotic	40
ERR1713337	virus_like	cephamycin	39
ERR1713337	virus_like	carbapenem	36
ERR1713337	virus_like	streptogramin A antibiotic	30
ERR1713337	virus_like	oxazolidinone antibiotic	27
ERR1713337	virus_like	monobactam	24
ERR1713337	virus_like	penem	23
ERR1713337	virus_like	pleuromutilin antibiotic	20
ERR1713337	virus_like	salicylic acid antibiotic	20
ERR1713337	virus_like	glycylcycline	15
ERR1713337	virus_like	nitroimidazole antibiotic	13
ERR1713337	virus_like	elfamycin antibiotic	13
ERR1713337	virus_like	streptogramin B antibiotic	11
ERR1713337	virus_like	sulfonamide antibiotic	8
ERR1713337	virus_like	phosphonic acid antibiotic	6
ERR1713337	virus_like	fusidane antibiotic	5
ERR1713337	virus_like	isoniazid-like antibiotic	5
ERR1713337	virus_like	nucleoside antibiotic	2
ERR1713337	virus_like	pyrazine antibiotic	2
ERR1713337	virus_like	nitrofuran antibiotic	1
