sample_id	genomad_context	drug_class	ARG_hit_count
ERR1713344	plasmid_like	nucleoside antibiotic	87
ERR1713344	plasmid_like	streptogramin A antibiotic	73
ERR1713344	plasmid_like	nitroimidazole antibiotic	70
ERR1713344	plasmid_like	pleuromutilin antibiotic	68
ERR1713344	plasmid_like	oxazolidinone antibiotic	56
ERR1713344	plasmid_like	phosphonic acid antibiotic	52
ERR1713344	plasmid_like	mupirocin-like antibiotic	47
ERR1713344	plasmid_like	isoniazid-like antibiotic	47
ERR1713344	plasmid_like	streptogramin B antibiotic	34
ERR1713344	plasmid_like	fusidane antibiotic	29
ERR1713344	plasmid_like	antibacterial free fatty acids	27
ERR1713344	plasmid_like	bicyclomycin-like antibiotic	25
ERR1713344	plasmid_like	elfamycin antibiotic	15
ERR1713344	plasmid_like	nitrofuran antibiotic	15
ERR1713344	plasmid_like	pyrazine antibiotic	6
ERR1713344	virus_like	fluoroquinolone antibiotic	282
ERR1713344	virus_like	tetracycline antibiotic	222
ERR1713344	virus_like	macrolide antibiotic	156
ERR1713344	virus_like	peptide antibiotic	127
ERR1713344	virus_like	rifamycin antibiotic	121
ERR1713344	virus_like	penam	110
ERR1713344	virus_like	cephalosporin	84
ERR1713344	virus_like	phenicol antibiotic	84
ERR1713344	virus_like	disinfecting agents and antiseptics	80
ERR1713344	virus_like	glycopeptide antibiotic	67
ERR1713344	virus_like	mupirocin-like antibiotic	56
ERR1713344	virus_like	cephamycin	53
ERR1713344	virus_like	aminoglycoside antibiotic	47
ERR1713344	virus_like	carbapenem	44
ERR1713344	virus_like	diaminopyrimidine antibiotic	42
ERR1713344	virus_like	aminocoumarin antibiotic	37
ERR1713344	virus_like	penem	37
ERR1713344	virus_like	lincosamide antibiotic	35
ERR1713344	virus_like	monobactam	33
ERR1713344	virus_like	streptogramin antibiotic	31
ERR1713344	virus_like	glycylcycline	25
ERR1713344	virus_like	streptogramin A antibiotic	21
ERR1713344	virus_like	isoniazid-like antibiotic	21
ERR1713344	virus_like	fusidane antibiotic	14
ERR1713344	virus_like	elfamycin antibiotic	12
ERR1713344	virus_like	oxazolidinone antibiotic	12
ERR1713344	virus_like	streptogramin B antibiotic	11
ERR1713344	virus_like	pleuromutilin antibiotic	10
ERR1713344	virus_like	salicylic acid antibiotic	10
ERR1713344	virus_like	sulfonamide antibiotic	9
ERR1713344	virus_like	nitroimidazole antibiotic	9
ERR1713344	virus_like	phosphonic acid antibiotic	4
ERR1713344	virus_like	nitrofuran antibiotic	2
ERR1713344	virus_like	nucleoside antibiotic	2
ERR1713344	virus_like	pyrazine antibiotic	2
ERR1713344	virus_like	antibacterial free fatty acids	1
ERR1713344	virus_like	bicyclomycin-like antibiotic	1
